Change history report
"May 29, 2026 - June 11, 2026"
Date & time,User,Campaign,Ad group,Changes
"Jun 8, 2026, 8:02:44 AM",signletters@gmail.com,Truck Lettering | PMax | Low AOV,,"Budget changed
  Budget name changed from ""PMax Truck Lettering - Low Ticket"" to ""Truck Lettering | PMax | Low AOV""
Campaign changed
  Campaign name changed from ""PMax Truck Lettering - Low Ticket"" to ""Truck Lettering | PMax | Low AOV"""
"Jun 8, 2026, 8:01:01 AM",signletters@gmail.com,Boat Registration Numbers | Shopping | Low AOV,,"Budget changed
  Budget name changed from ""Boat Registration Numbers | Shopping | Low-Ticket"" to ""Boat Registration Numbers | Shopping | Low AOV""
Campaign changed
  Campaign name changed from ""Boat Registration Numbers | Shopping | Low-Ticket"" to ""Boat Registration Numbers | Shopping | Low AOV"""
"Jun 8, 2026, 8:00:35 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,,"Budget changed
  Budget name changed from ""CL00 Marquee Letters | Search"" to ""CL00 | Search |Marquee Letters""
Campaign changed
  Campaign name changed from ""CL00 Marquee Letters | Search"" to ""CL00 | Search |Marquee Letters"""
"Jun 8, 2026, 8:00:11 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,,"Budget changed
  Budget name changed from ""CL00 - Marquee Letters Search"" to ""CL00 Marquee Letters | Search""
Campaign changed
  Campaign name changed from ""CL00 - Marquee Letters Search"" to ""CL00 Marquee Letters | Search"""
"Jun 8, 2026, 7:59:48 AM",signletters@gmail.com,CL00 | PMax | Marquee Lettering,,"Budget changed
  Budget name changed from ""CL00 - PMax Marquee Lettering"" to ""CL00 | PMax | Marquee Lettering""
Campaign changed
  Campaign name changed from ""CL00 - PMax Marquee Lettering"" to ""CL00 | PMax | Marquee Lettering"""
"Jun 8, 2026, 7:59:28 AM",signletters@gmail.com,Building Letters | Search,,"Budget changed
  Budget name changed from ""Building Letters - Search"" to ""Building Letters | Search""
Campaign changed
  Campaign name changed from ""Building Letters - Search"" to ""Building Letters | Search"""
"Jun 8, 2026, 7:59:07 AM",signletters@gmail.com,BL00 Building Letters | PMax | Core,,"Budget changed
  Budget name changed from ""BL00 | PMax | Building Letters - Core"" to ""BL00 Building Letters | PMax | Core""
Campaign changed
  Campaign name changed from ""BL00 | PMax | Building Letters - Core"" to ""BL00 Building Letters | PMax | Core"""
"Jun 8, 2026, 7:58:16 AM",signletters@gmail.com,BL00 Building Letters | PMax | Core,,"Budget changed
  Budget name changed from ""BL00 - PMax Building Sign Letters - Cor"" to ""BL00 | PMax | Building Letters - Core""
Campaign changed
  Campaign name changed from ""BL00 - PMax Building Sign Letters - Cor"" to ""BL00 | PMax | Building Letters - Core"""
"Jun 8, 2026, 7:57:22 AM",signletters@gmail.com,CL00 | PMax | Marquee Lettering,,"1 negative exact match keyword added
  -[boatdecals com]"
"Jun 8, 2026, 7:56:29 AM",signletters@gmail.com,Truck Lettering | PMax | BestSellers,,"Budget changed
  Budget name changed from ""PMax Truck Lettering - BestSellers"" to ""Truck Lettering | PMax | BestSellers""
Campaign changed
  Campaign name changed from ""PMax Truck Lettering - BestSellers"" to ""Truck Lettering | PMax | BestSellers"""
"Jun 8, 2026, 7:55:48 AM",signletters@gmail.com,Truck Lettering | PMax | BestSellers,,"Budget changed
  Budget name changed from ""PMax Truck Lettering - Premium"" to ""PMax Truck Lettering - BestSellers""
Campaign changed
  Campaign name changed from ""PMax Truck Lettering - Premium"" to ""PMax Truck Lettering - BestSellers"""
"Jun 8, 2026, 7:55:24 AM",signletters@gmail.com,Truck Lettering | PMax | BestSellers,,"Asset group changed
  Asset group name changed from VL04 & VL07 to Truck Decals"
"Jun 8, 2026, 7:53:08 AM",signletters@gmail.com,Branded Search | Alphabet Signs,Ad group 1,"1 negative exact match keyword added
  -[static cling letters]"
"Jun 8, 2026, 7:51:36 AM",signletters@gmail.com,BL00 Building Letters | PMax | Core,,"1 negative phrase match keyword added
  -""boat registration numbers"""
"Jun 8, 2026, 7:49:45 AM",signletters@gmail.com,Building Letters | Search,Building Letters,"5 negative exact match keywords added
  -[vistaprint sign]
  -[letters for marquee sign]
  -[for sale sign]
  -[neon address]
  -[plasticade signicade a frame sign stand]"
"Jun 8, 2026, 7:48:24 AM",signletters@gmail.com,Building Letters | Search,Building Letters,"3 negative exact match keywords added
  -[vistaprint signage]
  -[vistaprint outdoor signs]
  -[vistaprint business signs]"
"Jun 8, 2026, 7:46:17 AM",signletters@gmail.com,Catch All | PMax | Yard Signs,,"1 Asset group listing group filter added
  35 : included"
"Jun 8, 2026, 7:45:31 AM",signletters@gmail.com,Catch All | PMax | Yard Signs,,"Campaign changed
  Target ROAS changed from 210% to 250%"
"Jun 8, 2026, 7:45:17 AM",signletters@gmail.com,Catch All | PMax | Yard Signs,,"Budget changed
  Budget name changed from ""Catch All | PMax | Medium Margin #2"" to ""Catch All | PMax | Yard Signs""
Campaign changed
  Campaign name changed from ""Catch All | PMax | Medium Margin #2"" to ""Catch All | PMax | Yard Signs"""
"Jun 8, 2026, 7:44:54 AM",signletters@gmail.com,Catch All | PMax | Yard Signs,,"1 campaign active
  Status changed from paused to active"
"Jun 8, 2026, 7:44:53 AM",signletters@gmail.com,Catch All | PMax | Yard Signs,,"Account-default goals used
  "
"Jun 8, 2026, 7:44:52 AM",signletters@gmail.com,Catch All | PMax | Yard Signs,,"8 negative exact match keywords added
  -[slippery when wet sign]
  -[tacos]
  -[deer crossing sign]
  -[alphabetsigns]
  -[letter r]
  -[slippery when wet road sign]
  -[yield sign]
  -[alphabet signs]
1 language added
  English
2 negative regions added
  Hawaii, United States(excluded)
  Alaska, United States(excluded)
1 country added
  United States
3 negative countries added
  U.S. Virgin Islands(excluded)
  Puerto Rico(excluded)
  Guam(excluded)
1 bid adjustment change
  Connected TV: Platform bid adjustment set to -100%
1 negative brand list added
  11477564655(excluded)"
"Jun 8, 2026, 7:44:51 AM",signletters@gmail.com,Catch All | PMax | Yard Signs,,"Negative keyword list ""Negatives | Kids & Education"" applied
  
Negative keyword list ""Negatives | Spiritual & Religious"" applied
  
Negative keyword list ""Universal"" applied
  
Negative keyword list ""Negatives | Hobby & DIY"" applied
  "
"Jun 8, 2026, 7:44:51 AM",signletters@gmail.com,Catch All | PMax | Yard Signs,,"Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 22116034767
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 22116034827
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 22116034794
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 296268275531
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 22116034839
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 22116034806
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 22116034776"
"Jun 8, 2026, 7:44:50 AM",signletters@gmail.com,Catch All | PMax | Yard Signs,,"Option to only bid for new customers is on
  "
"Jun 8, 2026, 7:44:49 AM",signletters@gmail.com,Catch All | PMax | Yard Signs,,"3 Asset group listing group filters added
  All products: subdivided
  Everything else in ""All products"" : excluded
  All products: included"
"Jun 8, 2026, 7:44:48 AM",signletters@gmail.com,Catch All | PMax | Yard Signs,,"Asset group created
  Asset group name is Feed-Only Safety Net
  Status is enabled
  Landing page set to ""https://www.alphabetsigns.com/"""
"Jun 8, 2026, 7:44:34 AM",signletters@gmail.com,Catch All | PMax | Yard Signs,,"Campaign asset created
  Status is Enabled
  Extension type is Business name
  Item id is 1165254910
Budget set to ""Catch All | PMax | Yard Signs""
  
Budget created
  Budget delivery method set to ""standard: show ads evenly over time""
  End date is ""No end date""
  Budget status is active
  Unit type is Currency
  Catch All | PMax | Yard Signs: Budget amount is $50.00
  Budget ""Catch All | PMax | Medium Margin #2"" created
Campaign asset created
  Status is Enabled
  Extension type is Logo
  Item id is 155651502788
Campaign created
  Bid strategy type is ""Maximize conversion value""
  Location options (advanced): Exclude is ""people in or regularly in your targeted locations""
  Location options (advanced): Targeting is ""people in my targeted location""
  Target ROAS is 210%
  Accent color is #d1393c
  Font is Roboto
  Main color is #1a2e5a
  Contains EU political advertising is false
  Final URL expansion is Off: Send traffic to provided URLs only
  Campaign payment mode is Payment mode CPC
  End time is ""No end date""
  Start time is Jun 8, 2026, 7:44:34 AM EDT
  Feed label is US
  Status is paused
  Brand guidelines support is enabled
  Not targeting ""Google TV Network""
  Ad rotation is ""Optimize: Prefer best performing ads""
  Opted into ""Google Search Network""
  Opted into ""Display Network""
  Campaign ""Catch All | PMax | Medium Margin #2"" created
  GMC Feed 2467352 is added
  Campaign dynamic asset settings: Text asset automation is Opted out
  Campaign dynamic asset settings: Generate image extraction is Opted in
  Campaign dynamic asset settings: Generate enhanced YouTube videos is Opted out
  Campaign dynamic asset settings: Final URL expansion text asset automation is Opted out
4 platforms added
  Desktop
  Mobile Highend
  Tablet
  Connected TV"
"Jun 7, 2026, 9:20:39 PM",Recommendations Auto-Apply,Branded Search | Alphabet Signs,Ad group 1,"1 responsive search ad changed
  Headline is ""Building Sign Letters""
  Final URL is ""https://www.alphabetsigns.com"""
"Jun 7, 2026, 3:34:16 PM",signletters@gmail.com,Catch All | PMax | Medium Margin,,"1 Asset group listing group filter changed
  All products: included to subdivided
2 Asset group listing group filters added
  Everything else in ""All products"" : excluded
  40 : included"
"Jun 7, 2026, 3:33:54 PM",signletters@gmail.com,Catch All | PMax | Medium Margin,,"Campaign asset changed
  Status changed from Enabled to Removed
  Extension type is Price
  Item id is 48729092581
Campaign asset changed
  Status changed from Enabled to Removed
  Extension type is Sitelink
  Item id is 162790183514
Campaign asset changed
  Status changed from Enabled to Removed
  Extension type is Sitelink
  Item id is 289202320238
Campaign asset changed
  Status changed from Enabled to Removed
  Extension type is Sitelink
  Item id is 163189796495
Campaign asset changed
  Status changed from Enabled to Removed
  Extension type is Sitelink
  Item id is 336501788014
Campaign asset changed
  Status changed from Enabled to Removed
  Extension type is Sitelink
  Item id is 162882334669
Campaign asset changed
  Status changed from Enabled to Removed
  Extension type is Price
  Item id is 172077621286
Campaign asset changed
  Status changed from Enabled to Removed
  Extension type is Price
  Item id is 172078440666
Campaign asset changed
  Status changed from Enabled to Removed
  Extension type is Price
  Item id is 48729092617
Campaign asset changed
  Status changed from Enabled to Removed
  Extension type is Price
  Item id is 172060710432
Campaign asset changed
  Status changed from Enabled to Removed
  Extension type is Sitelink
  Item id is 162790183517
Campaign asset changed
  Status changed from Enabled to Removed
  Extension type is Price
  Item id is 48729092623
1 Asset group listing group filter added
  All products: included
Asset group created
  Asset group name is Feed-Only Safety Net
  Status is enabled
  Landing page set to ""https://www.alphabetsigns.com/"""
